location,total_sqft,price,bhk
6th Phase JP Nagar,1192,75,2
Marathahalli,1449,110,3
Ardendale,2500,250,3
Electronic City,1700,90,3
Hebbal,1920,150,3
other,1350,90,2
other,4800,350,4
other,1700,74,3
Hoodi,1447,76,2
Kanakpura Road,1329,107,2
Sarjapur  Road,1314,70.44,3
other,1200,110,3
Basavangudi,1214,220,6
Hosa Road,1513,103,3
Vittasandra,1246,67.5,2
other,705,65,1
Dasarahalli,1220,62,2
Yelahanka New Town,1800,45,3
Kaval Byrasandra,1400,75,3
Kasavanhalli,1245,80,2
other,1495,63,3
Nagavara,2000,275,3
Gollarapalya Hosahalli,996,36.5,2
Yelahanka New Town,1000,44,2
other,1250,75,2
Chandapura,975,24.86,2
Thanisandra,1261,80,3
Electronics City Phase 1,1080,46,2
other,1230,50,2
Kammasandra,982,25.53,2
Bommasandra,1260,49.36,3
HSR Layout,1590,135,3
Horamavu Agara,1220,39,2
Electronic City Phase II,1320,38.12,3
Green Glen Layout,1750,105,3
Whitefield,1436,62.15,3
TC Palaya,1200,66,3
Malleshwaram,1500,140,2
Varthur,1560,90,3
Whitefield,3758,300,3
other,1275,59,2
other,1040,36.4,2
Bellandur,2400,115,3
Chamrajpet,1500,230,6
Kaggalipura,3150,212,4
Karuna Nagar,1960,165,3
JP Nagar,3200,309,4
Yeshwanthpur,1195,100,2
Yelahanka,1195,53.105,2
Hosakerehalli,4500,145,5
Ulsoor,450,70,3
other,4304,699,4
other,648,40,1
Sarjapur  Road,2100,130,3
other,4209,602,4
Kudlu,1027,44,2
Whitefield,1575,250,4
Bommasandra,1365,52.82,3
Yelahanka New Town,650,18,1
Chandapura,1200,52,3
Cooke Town,1100,90,2
7th Phase JP Nagar,1075,57,3
Banashankari,1100,63,2
other,1320,58,3
Kammasandra,1500,65,3
other,1200,150,4
other,1125,126,4
Vittasandra,1246,67.5,2
Bhoganhalli,1718,90.2,3
Bisuvanahalli,1075,32,3
other,1480,75.48,3
other,500,13,1
other,2400,325,5
Kaikondrahalli,1200,125,4
Kanakpura Road,1041,36.44,2
other,1128,48.4,2
Hosur Road,1685,90,3
other,1180,65,2
other,1200,60,2
other,1250,39.5,3
Kanakpura Road,900,41,2
other,1000,45,2
Yelahanka New Town,600,80,2
2nd Stage Nagarbhavi,600,82,4
Vittasandra,1404,70,2
Ramagondanahalli,1610,115,3
Varthur,1760,85,2
other,975,55,2
other,1190,42,2
Kudlu,1110,46,2
Rajaji Nagar,2415,399,3
Gunjur,1235,44.5,2
other,1275,55,2
other,1115,115,2
Harlur,1197,76,2
Begur Road,644,32,1
Bellandur,1251,47,2
Neeladri Nagar,1105,30,2
other,1080,38,2
Kudlu,2100,114,4
Kammanahalli,1600,200,4
NRI Layout,1731,64.11,3
Hormavu,1206,55,2
Choodasandra,1560,78,3
7th Phase JP Nagar,750,47,1
Billekahalli,1035,90,2
Ramamurthy Nagar,1200,150,7
Sarjapur  Road,702,35.8,1
Attibele,1700,65,3
HRBR Layout,1145,68.5,2
Ramamurthy Nagar,1208,43.5,3
Brookefield,1589,74,3
other,560,22,2
Yelahanka New Town,1426,61.5,3
Green Glen Layout,1885,135,3
Old Madras Road,935,37.77,2
Old Madras Road,1171,73,2
Singasandra,1465,60,2
Budigere,1820,95,3
Raja Rajeshwari Nagar,1580,66.85,3
Whitefield,1452,46.29,3
Hennur Road,1445,89.56,3
other,1170,39,2
other,1070,50,2
Kanakpura Road,1100,53,3
Kothanur,1140,56,2
Rachenahalli,2600,160,3
other,1532,59.75,3
other,1150,46,2
Jakkur,1473,85,2
Kathriguppe,1350,80.99,3
Prithvi Layout,4040,500,4
CV Raman Nagar,1980,166,3
Hoodi,1660,128,3
Kogilu,2456,85,7
Chamrajpet,650,45,2
Neeladri Nagar,4000,425,5
Malleshwaram,2475,340,3
other,1495,90,3
R.T. Nagar,1080,48,2
Electronic City,1521,57.5,3
other,1053,51,2
Binny Pete,2406,289,3
Kanakpura Road,800,115,4
7th Phase JP Nagar,1050,42,2
Thanisandra,1430,51.48,3
Begur,2400,12,3
other,1250,39,3
other,1200,75,4
Ulsoor,840,150,1
Uttarahalli,1000,39.5,2
Bannerghatta Road,1630,68,3
Kammasandra,985,40.5,2
BTM 2nd Stage,1200,70,2
Ambalipura,1650,100,3
Mico Layout,1670,59,3
5th Block Hbr Layout,1200,205,5
Sarjapur  Road,1240,110,4
other,1000,60,2
other,830,26,2
Ramagondanahalli,1200,56.1,3
other,9600,2736,5
Begur Road,2500,122.5,4
Haralur Road,1140,43,2
Nagarbhavi,1635,85,3
HSR Layout,1120,70,2
other,2750,200,6
Sector 7 HSR Layout,1760,185,3
Harlur,2137,110,3
Hennur Road,973,50.74,2
Kundalahalli,1724,146,3
Banashankari,1020,40.79,2
other,1200,375,4
Electronic City,750,35,1
Kambipura,883,49,2
other,660,76,2
Ramagondanahalli,2787,220,4
other,1470,60,3
Electronics City Phase 1,891,24.95,2
other,1275,76,2
Kothanur,1787,120,3
8th Phase JP Nagar,1730,75,5
Sarjapur  Road,1320,110,2
Yeshwanthpur,1692,108,3
Bannerghatta Road,1400,69,3
Sarjapur  Road,1115,50,2
Whitefield,1370,56,2
other,1602,56,3
other,793,40,1
GM Palaya,675,35,1
Chikka Tirupathi,3250,136,4
Whitefield,1050,43,2
Jalahalli East,1035,42.5,2
Sarjapur  Road,1200,44,3
Sarjapur  Road,1800,128,3
Green Glen Layout,1625,70,3
Electronics City Phase 1,1032,31.99,2
Whitefield,1496,71.81,3
other,1100,38,2
Kundalahalli,1500,50,3
Electronic City Phase II,1125,32.63,2
other,1555,73,3
Amruthahalli,1025,42,2
Hennur Road,1482,83.73,3
other,1630,130,3
Arekere,900,44.5,2
Yelahanka,1355,75,3
other,2360,601,4
Akshaya Nagar,1200,45,2
other,1563,63,3
other,1344,84,4
other,3000,400,3
5th Phase JP Nagar,812,42,2
Basaveshwara Nagar,1200,70,2
Yelahanka,3175,156,4
Marathahalli,1360,101,2
Hegde Nagar,1835,88,3
Rachenahalli,1756,110,3
8th Phase JP Nagar,1296,51.83,3
Haralur Road,1300,75,2
Anandapura,1141,50,2
Poorna Pragna Layout,1270,50.79,3
Electronic City,1210,55,2
Hormavu,1310,67,2
other,1356,139,5
Magadi Road,1187,55.195,3
Gubbalala,1745,140,3
KR Puram,1200,125,5
Raja Rajeshwari Nagar,1050,37,2
Banashankari,2400,500,4
Electronic City Phase II,1140,34,2
Varthur,1210,54,2
Kasavanhalli,2035,142,3
Sarjapur,633,17.09,1
Amruthahalli,485,19.5,1
Varthur,1112,40,2
other,1200,82,2
Sarjapur  Road,2275,187,3
other,1419,85,3
other,1195,42.4,2
other,2020,270,3
Kundalahalli,1047,91,2
Thanisandra,1884,117,3
Malleshpalya,1200,149,3
Bannerghatta Road,905,58,2
JP Nagar,1500,108,3
other,850,50,1
Bommasandra Industrial Area,1125,32.49,2
Tindlu,1165,59.8,2
other,933,55,2
Hennur Road,1305,77,3
Billekahalli,1125,65,2
other,865,33,2
Jigani,1245,66,3
Kalyan nagar,8840,300,2
other,1145,60,3
AECS Layout,2000,90,3
Hosa Road,625,43.68,1
Kundalahalli,1724,128,3
other,400,75,1
Sarjapur  Road,1270,54,3
other,1250,39.5,3
Jakkur,1485,72,3
other,823,80,2
7th Phase JP Nagar,990,50,2
TC Palaya,1200,66,3
Kothanur,1185,59,2
Kadubeesanahalli,1140,78,2
Ambedkar Nagar,1950,120,3
Yelahanka,1756,125,3
Kumaraswami Layout,2600,300,4
Chandapura,520,14.04,1
other,1025,48,2
Whitefield,1216,72,2
Sarjapur  Road,1026,60.8,2
Sarjapur  Road,3335,300,4
Kodichikkanahalli,2700,125,5
Begur,1411,60,3
Kanakpura Road,1320,39.6,3
Bannerghatta,1320,50,2
OMBR Layout,615,110,4
Kalena Agrahara,1804,155,3
HSR Layout,1140,46,2
Banjara Layout,1200,105,4
Hebbal,2375,189,4
other,1750,120,3
other,960,130,9
TC Palaya,1152,55,2
Thanisandra,965,54,2
Lingadheeranahalli,1684,120,3
Hennur Road,1672,86,3
Panathur,1075,60,2
Sarjapur,1500,95,3
other,1464,56,3
Hebbal,1420,99.26,2
other,750,40,2
Yeshwanthpur,1169,64.08,2
Devanahalli,1290,62,3
Kengeri,1160,40.6,2
Shampura,2800,95,7
Mysore Road,1500,70,3
Domlur,1850,180,3
other,1300,46,3
Electronic City Phase II,1310,37.84,3
other,2750,550,3
other,2150,170,3
5th Block Hbr Layout,5100,300,6
Kanakpura Road,1300,69,3
Kadugodi,1875,110,3
Hulimavu,1260,82,3
Kengeri,2500,100,5
Begur Road,1241,64,2
Sarjapur  Road,1025,45.5,2
other,1500,218,2
Electronic City,1070,60,2
Begur,815,40,2
Kanakpura Road,2000,105,3
Malleshwaram,1400,190,2
Varthur,1740,175,4
ITPL,5667.5,300,4
Sarjapur  Road,1216,70,2
other,2200,190,3
Hegde Nagar,3500,450,4
Shampura,970,105,6
Vidyaranyapura,3150,375,7
Kanakpura Road,1200,62,2
Marathahalli,1026,50.18,2
Hulimavu,450,20,1
KR Puram,1205,45.79,2
other,1368,87,2
Anekal,420,12.5,1
Doddakallasandra,1270,42,2
Anekal,614,28,2
Margondanahalli,1050,58,2
Yelahanka,1408,58,2
Subramanyapura,1223,42.81,3
other,1507,80,3
other,1160,57,2
other,1200,70,3
Poorna Pragna Layout,960,50,2
NGR Layout,1021,46,2
Hegde Nagar,2162.03,129,3
Channasandra,1065,36,2
Attibele,400,10.25,1
Bannerghatta Road,1465,75,3
Kanakpura Road,900,41,2
Marathahalli,1800,95,3
other,1175,83,2
other,6729,900,3
Vijayanagar,1500,360,4
Sanjay nagar,1050,59,2
Electronic City Phase II,1400,40.43,3
Indira Nagar,1650,150,3
KR Puram,1827,97,3
Thanisandra,1930,122,3
Mysore Road,883,37,2
Kengeri,550,16.75,1
Electronic City,1400,40.44,3
other,1350,310,4
Kanakapura,1290,38.69,3
Raja Rajeshwari Nagar,1021,59,3
Whitefield,1158,55,2
other,1200,99,5
Nagarbhavi,1400,135,3
Doddaballapur,2400,200,4
Munnekollal,1200,57.9,3
JP Nagar,1520,125,3
Thanisandra,777,38.46,1
EPIP Zone,2710,177,3
Kenchenahalli,1150,57,2
Yelahanka,1101,37,2
Mahalakshmi Layout,1200,110,3
Hebbal,1252,92,2
Marathahalli,1650,85,3
Marathahalli,1270,80,2
Tumkur Road,992,70,2
BEML Layout,2000,85,3
other,893,34.5,2
Bisuvanahalli,1075,41.49,3
Kumaraswami Layout,3200,150,7
Electronic City,1190,42,2
other,800,60,3
Sarjapur  Road,1814,63,3
other,1400,98,3
Bommasandra,1400,252,5
Murugeshpalya,1344,56,3
Whitefield,5400,475,4
Kanakpura Road,1843,95,3
other,1138,32,2
other,1495,70,3
Electronic City,880,19,2
Whitefield,1396,74,3
Garudachar Palya,1610,119,3
Tindlu,1050,55,2
other,1410,43.71,3
Ramamurthy Nagar,1050,37.8,2
Kumaraswami Layout,1310,85,3
Yelahanka,1104,58,2
Hennur Road,1165,67,2
Kudlu,1027,44,2
Hormavu,1310,60,2
other,1052,52,2
Singasandra,1464,56,3
other,1000,45,2
other,2240,300,3
Electronic City,1150,38.08,2
Thanisandra,2019,70.67,3
Varthur,986,31,2
Banashankari Stage III,1350,145,1
9th Phase JP Nagar,800,140,8
Akshaya Nagar,1893,95,3
Gollarapalya Hosahalli,1318,56,3
Yelahanka,1325,58,3
Kereguddadahalli,800,33,2
other,1300,42.25,3
other,1300,60,3
Jalahalli East,1010,52,2
Banashankari,1260,75,2
Ulsoor,2500,170,4
other,1520,165,3
Bellandur,1665,85,3
Subramanyapura,1800,80,3
Harlur,1197,75,2
other,1050,45,2
other,910,194,5
Thanisandra,1241,68,3
other,1567,62,3
Kasavanhalli,1747,110,3
Ramagondanahalli,1475,55,3
other,600,70,4
other,1524,400,3
Hennur Road,980,51,2
Dasanapura,966,58,2
other,2360,185,4
Sarjapur  Road,1112,62,2
Electronic City,550,16,2
other,1760,90,3
Hennur,1830,113,3
Yelahanka,1175,67.77,2
Whitefield,1175,41,2
Horamavu Banaswadi,1025,45,2
Hennur Road,1232,80,2
5th Phase JP Nagar,1010,57,2
Sarjapur  Road,1273,60,2
Battarahalli,1590,102,2
other,1100,58.5,2
Electronic City Phase II,1252,65,3
1st Phase JP Nagar,2615,222,4
other,1200,140,5
Yelahanka,1322,77.9,2
7th Phase JP Nagar,1000,60,1
Harlur,1755,117,3
Electronic City Phase II,1135,46,2
Rajaji Nagar,1200,180,8
Electronic City,1200,125,4
Nagavarapalya,1260,85.5,2
Hoodi,3250,395,5
Ambedkar Nagar,3500,550,4
other,1200,110,5
Kanakpura Road,1100,53,3
Electronic City Phase II,1305,65,3
other,1236,50,2
Uttarahalli,1125,45,2
KR Puram,1075,32.25,2
BEML Layout,2000,85,3
other,772,60,8
Thanisandra,2999.97,110,6
Kadugodi,1150,42,2
other,1440,240,4
Hennur Road,1085,43.4,2
Hebbal Kempapura,1785,165,3
Malleshwaram,2475,300,3
Thanisandra,1930,120,3
other,600,70,2
other,800,45,2
Kumaraswami Layout,2450,110,4
other,1200,120,4
Bannerghatta Road,1920,122,3
Kothannur,1085,34.2,2
Thanisandra,760,50.4,1
Sahakara Nagar,1201,80,2
Electronic City,1615,97,3
HSR Layout,1289,70,2
Budigere,1991,100,3
Kasavanhalli,1377,80,2
Cunningham Road,2880,560,3
other,1892,200,3
Shivaji Nagar,2176,348,3
Thanisandra,663,32.82,1
Electronic City,1165,33.65,2
Talaghattapura,3554,340,3
Thanisandra,1260,45.5,2
other,1095,39,2
other,1050,65,2
Seegehalli,1176,50,2
Thanisandra,1801,115,3
Whitefield,1315,55,2
Parappana Agrahara,1194,46,2
NRI Layout,2400,125,2
Uttarahalli,1308,53,3
Sarjapur  Road,4250,610,4
Thanisandra,1806,116,3
Thanisandra,3671,220,4
Hoodi,2144,140,3
Hoskote,1065,33.75,2
Balagere,1205,67,2
Uttarahalli,1160,40.58,2
other,750,90,4
Parappana Agrahara,1194,47,2
other,1200,56.53,3
2nd Phase Judicial Layout,1681,69,3
Bommasandra Industrial Area,1130,32.64,2
Iblur Village,3633,335,4
Kanakpura Road,1843,90,3
Bommasandra Industrial Area,1065,30.75,2
Thubarahalli,1885,85.52,3
R.T. Nagar,1500,45,2
Panathur,1210,69,2
TC Palaya,1126,39.4,2
Rayasandra,1357,59,3
Whitefield,1451,46.4,3
Kodigehaali,1600,185,4
Hennur Road,950,55,2
Bellandur,960,48,2
other,1625,92,3
Kaggalipura,2200,150,3
Ambalipura,1607,112,3
Kanakpura Road,900,46.29,2
other,1080,38,2
Cooke Town,2300,250,3
Hosa Road,1708,64.05,4
Yeshwanthpur,2500,185,6
Bellandur,1690,116,3
other,2100,145,5
other,1269,97,2
Haralur Road,1243,46,2
Haralur Road,1890,84,3
Electronic City Phase II,1165,33.64,2
BTM Layout,1196,56.81,2
Parappana Agrahara,1194,47,2
Old Madras Road,1630,110,3
Whitefield,1063,42.52,2
other,1025,39.98,2
Chikkabanavar,1067,38,2
Kanakpura Road,1299,89.63,2
Panathur,1343,76,2
Electronics City Phase 1,1330,44,3
Mallasandra,1524,72,3
Lingadheeranahalli,2236,153,4
Domlur,2955,235,3
other,1410,45.12,3
Kothanur,1581,76,3
Balagere,1205,79,2
other,1270,95.25,3
other,1353,110,3
other,1200,68,2
other,1250,70,3
other,1950.2,261,3
Sarjapur  Road,1157,69,3
Kanakapura,825,35.475,1
Sarjapur  Road,1000,40,2
Yelahanka,602,33,1
Malleshwaram,3000,900,5
Hoodi,1108,66.46,2
other,1040,68,2
Sarjapur,1451,87,2
Raja Rajeshwari Nagar,1196,40.54,2
Kanakpura Road,850,37.32,1
other,2171.66,298,3
other,900,40,2
Kudlu,720,33,1
Thanisandra,1573,115,3
Sarjapur  Road,1026,60.8,2
CV Raman Nagar,1400,78,3
Electronic City Phase II,1400,40.44,3
Banashankari Stage III,2100,147,4
Sarjapur  Road,1150,48.5,2
Raja Rajeshwari Nagar,1500,88,3
Malleshwaram,2400,380,3
HRBR Layout,1200,240,3
Kothanur,1790,105,3
Ramagondanahalli,1125,75,2
Hennur,1830.5,84.205,3
Marathahalli,1100,50,2
Banaswadi,1105,57,2
Thanisandra,1110,46.5,2
Dasanapura,708,41,1
Kudlu,1027,44,2
other,1600,100,3
Thigalarapalya,3122,250,4
Sarjapur  Road,1205,37,2
5th Phase JP Nagar,1450,73,3
other,750,125,4
other,540,22,1
Dasarahalli,1200,42,2
Nagarbhavi,1200,260,5
Kalena Agrahara,1837,95,3
Whitefield,1346,76.01,2
Balagere,1012,68,2
other,1950.2,193,3
other,1125,55,2
Kaggadasapura,1500,60,3
Harlur,1197,79.9,2
Chandapura,1230,31.37,3
BTM 2nd Stage,1100,47,2
other,1563,52,3
other,2240,700,7
Hebbal Kempapura,3729,384,4
Sarjapur  Road,1600,120,3
Green Glen Layout,1715,120,3
Bannerghatta Road,2400,180,4
Ramagondanahalli,1151,42.5,2
Banaswadi,1200,220,6
Uttarahalli,1123,60,2
Whitefield,1276,69.5,2
Yelahanka,1315,77,2
Poorna Pragna Layout,1270,50.79,3
R.T. Nagar,1325,52,2
Varthur,1600,63.2,3
Jakkur,1660,104,3
Kodichikkanahalli,1299,58,2
Haralur Road,953,90,2
Gunjur,1457,60,2
Varthur,1000,65,2
Mallasandra,1100,76.3,3
Yelahanka,1075,33.53,3
Kanakpura Road,1450,51,3
Iblur Village,5515,425,5
Bellandur,950,40,1
Basaveshwara Nagar,1200,180,5
other,1013,60,2
Hennur Road,1140,56,2
other,2100,220,3
Yelahanka,1430,61,3
other,600,95,4
other,1600,77,3
other,1190,48,2
other,1625,95,3
other,1210,53,2
Lakshminarayana Pura,1615,150,3
Kalena Agrahara,1180,85,2
Nagasandra,1500,91,2
Bellandur,850,45,2
Kothanur,1130,55,2
CV Raman Nagar,907,38,2
HRBR Layout,1300,90,2
Hennur Road,1891,110,3
Hennur Road,1735,78,3
Bisuvanahalli,1075,33,3
Kumaraswami Layout,2040,123,7
Uttarahalli,1590,57,3
other,1600,140,5
other,1160,55,2
other,930,55,2
Devanahalli,1010,58,2
Electronic City,1221,68,2
Banashankari,2400,470,4
Hoodi,1108,87.48,2
Vidyaranyapura,1000,120,4
Sarjapur  Road,1370,70,2
Banashankari Stage V,920,41.5,2
Bhoganhalli,1277,79.89,2
Horamavu Agara,1213,38.1,2
Singasandra,1653,85,3
Sarjapur,2400,140,4
other,3000,500,4
Kothanur,1600,250,4
Electronics City Phase 1,1321,40,3
Kanakpura Road,1570,68,3
other,1150,70,8
other,1053,44,2
other,1325,56,3
other,1169,50.11,2
Badavala Nagar,1274,90,2
Whitefield,1317,52,2
Lakshminarayana Pura,1195,75,2
Whitefield,2858,137,4
Kammasandra,940,35,2
Budigere,1820,95.5,3
Kanakpura Road,1450,53.6,3
Whitefield,1615,96.9,3
Nagarbhavi,2200,99,3
Subramanyapura,985,62.5,2
Electronics City Phase 1,1116,33,2
Attibele,656,25,2
Kaggadasapura,1105,39.5,2
Whitefield,1220,55,2
Hoodi,1400,74,3
other,2400,185,4
Anandapura,850,63,3
Uttarahalli,1000,35,2
Bannerghatta Road,1660,80,3
Uttarahalli,1330,57,3
Old Madras Road,1165,52,2
Budigere,1153,56,2
Bannerghatta Road,1270,45,2
other,1070,38,2
other,1427,85,3
Banashankari Stage III,1420,95,3
Kothanur,1600,130,4
other,2031,200,2
Bellandur,1454,90,2
Whitefield,1116,48.76,2
other,2000,180,4
Sarjapur  Road,1346,74.03,2
other,1062,50,2
other,700,25.5,1
JP Nagar,1405,99,2
Doddathoguru,1100,50,2
Chikka Tirupathi,2153,120,3
other,1200,120,3
Ulsoor,2135,170,3
Uttarahalli,1125,47,2
2nd Phase Judicial Layout,1350,47.25,3
Pai Layout,1068,48,2
Doddathoguru,940,32.9,2
Hosa Road,1063,32.79,2
Brookefield,1382,84.5,2
Harlur,936,45,2
KR Puram,1400,60,3
Sarjapur  Road,475,26,1
other,1200,115,2
other,1450,65,3
Kudlu,1162,52,2
Hosa Road,1161,48.75,2
Green Glen Layout,1623.29,105,3
Brookefield,1260,70,2
Billekahalli,1672,190,4
Seegehalli,3000,240,3
Murugeshpalya,1500,70,3
Budigere,705,34.545,1
other,1650,200,5
other,2000,200,3
other,1675,241,1
Electronic City,1200,150,3
Nagarbhavi,1100,46.2,2
Whitefield,1400,56,3
Ramagondanahalli,2257,155,3
Budigere,1153,56.5,2
Sarjapur  Road,1197,56.86,2
other,1150,90,2
other,595,40,1
Hoodi,1837,110,3
other,3750,190,4
Bellandur,1830,91.86,3
Green Glen Layout,1715,115,3
Electronic City,970,35,2
Hebbal Kempapura,1200,148,4
NRI Layout,2700,95.75,4
other,5480,400,3
Vidyaranyapura,2400,135,4
Sarjapur  Road,3040,135,4
Raja Rajeshwari Nagar,1168,66,2
Begur Road,1160,36.54,2
other,1500,75,3
Kumaraswami Layout,600,72,2
5th Phase JP Nagar,1200,250,8
ITPL,850,25.4,2
Ramamurthy Nagar,935,39,2
other,1200,235,5
Doddaballapur,654,49,1
Domlur,1650,180,3
other,5656,499,3
other,1300,33,2
Kaggalipura,950,60,2
other,1250,54,3
Doddakallasandra,1072,42.87,2
other,1425,65,3
Uttarahalli,1165,42.09,2
Kathriguppe,1390,69.49,3
Kalena Agrahara,1510,78,3
Thanisandra,1305,90,2
Vidyaranyapura,1200,170,6
Kodigehaali,866,32,2
Hulimavu,1231,84.5,2
Sompura,1360,45,3
Yeshwanthpur,2500,138,3
Whitefield,1140,55,2
Kanakpura Road,525,30,1
Whitefield,1295,64.5,2
Hormavu,1020,45.75,2
Old Airport Road,3504,262,4
other,1200,50,2
Vidyaranyapura,1100,41,2
Bannerghatta Road,4723,500,4
Kothannur,820,37,2
Sarjapur,3508,386,4
other,3700,400,4
Kalena Agrahara,1354,70,2
Basavangudi,2453,250,4
Garudachar Palya,1154,51.8,2
7th Phase JP Nagar,1680,92,3
Electronics City Phase 1,1205,60,2
Raja Rajeshwari Nagar,1400,86,3
other,1625,150,3
Electronic City,1500,73,3
Bannerghatta Road,1520,80,3
other,1300,65,2
other,1150,47,2
Kadugodi,1762,109,3
Budigere,1153,58,2
Yelahanka,2650,223,4
Sompura,1350,47,3
Billekahalli,950,56,2
Jakkur,3295,310,3
other,1515,80.5,3
Neeladri Nagar,1100,30,2
other,1250,65,2
HBR Layout,1200,120,2
5th Phase JP Nagar,2500,95,7
Hoskote,1200,100,4
Yelahanka,1355,51.5,3
other,1115,39.14,3
8th Phase JP Nagar,1275,45,3
Padmanabhanagar,2051,170,3
BTM Layout,1470,99,3
other,1550,70,3
Bannerghatta Road,1270,73,3
Bhoganhalli,2119,111,4
Hebbal Kempapura,1600,170,3
Kudlu Gate,1320,50,3
other,2505,165,3
other,1410,54,3
Whitefield,1200,70,2
other,1705,86.96,3
Electronic City,995,48,2
Horamavu Banaswadi,1081,52,2
Parappana Agrahara,1194,46,2
Sonnenahalli,605,30.24,1
Yelahanka,567,25,1
Rajaji Nagar,1718,275,2
Banashankari Stage VI,1410.5,70.385,3
2nd Stage Nagarbhavi,600,135,3
Green Glen Layout,1715,105,3
Doddaballapur,3206,270,4
Kundalahalli,1500,235,4
Bannerghatta Road,1846,120,3
other,600,90,3
Whitefield,1015,56,2
other,4350,2600,4
Thanisandra,1100,36,2
Thanisandra,1965,125,3
NGR Layout,1021,45.9,2
Haralur Road,1230,67.65,2
Uttarahalli,1260,55,2
Indira Nagar,2400,700,4
Lingadheeranahalli,1894,114,3
2nd Stage Nagarbhavi,1500,233,6
Jakkur,1950,131,3
Sector 2 HSR Layout,1231,66,2
Mahadevpura,1236,58,2
R.T. Nagar,1800,120,4
other,1650,135,3
other,750,88,5
Begur,1443,70,3
Ramamurthy Nagar,886,120,4
other,925,68,2
Chandapura,1305,33.28,3
other,1190,46.41,2
Uttarahalli,1284,53.36,2
other,350,45,4
other,875,115,3
Chikkalasandra,1325,59,2
other,2400,750,6
Kudlu Gate,1183,79.54,2
other,1750,100,3
other,16335,149,4
other,747,27,1
Electronic City,1342,90,2
other,1113,52,2
other,1738,110,3
Brookefield,1206,90,2
Hebbal,2790,198,4
Hebbal,1162,59,2
Parappana Agrahara,1194,46,2
Sarjapur  Road,1857,155,3
other,3500,115,6
Rajaji Nagar,1763,240,2
Uttarahalli,1150,45.99,2
Koramangala,2400,550,4
Chikkalasandra,1290,72,2
Thubarahalli,3408,145,4
HBR Layout,900,145,2
Sanjay nagar,1150,70,2
Banashankari,1040,109,3
Yeshwanthpur,1160,64.08,2
other,900,27,2
Sarjapur  Road,1750,185,4
Electronic City,1320,38.12,3
Lingadheeranahalli,2240,160,4
Electronics City Phase 1,891,26,2
other,1000,80,5
Ambedkar Nagar,1852,125,3
Chandapura,1323,42,3
Vittasandra,1404,67.5,2
Dodda Nekkundi,1370,60,2
Uttarahalli,1385,48.48,3
Gollarapalya Hosahalli,1129,50,2
Mahalakshmi Layout,1876,150,3
other,1720,95,3
Jalahalli East,1200,80,4
Mysore Road,1175,86.68,2
other,500,51,1
other,1200,85,5
Electronic City Phase II,1200,295,1
Hosa Road,1893,130,3
Whitefield,1430,52,3
other,850,45,2
CV Raman Nagar,1392,110,2
Kanakpura Road,1938,105,3
other,1020,52,2
other,2400,360,3
HBR Layout,1832,160,3
Konanakunte,1423,85,3
Jakkur,1432,85,2
other,1350,235,4
BTM 2nd Stage,1500,270,8
CV Raman Nagar,1480,65,3
Kanakpura Road,1843,96.2,3
other,760,95,3
Hulimavu,1916,150,3
Hennur,1255,55.5,2
Yelenahalli,1160,44.08,2
Old Madras Road,2640,170,2
Bommanahalli,1160,53,2
Lakshminarayana Pura,1200,80,2
7th Phase JP Nagar,1100,44,2
Ramagondanahalli,1500,100,3
Electronic City Phase II,1336,50.35,3
Choodasandra,1065,46,2
Hebbal,1294,115,2
Rachenahalli,1550,68.5,3
Whitefield,1216,75,2
other,1005,40,2
7th Phase JP Nagar,1430,102,3
Frazer Town,4100,660,4
Hoodi,1660,125,3
Thanisandra,1430,56,3
Hennur Road,1470,75,3
Jalahalli,1045,76.77,2
Hebbal,4225,359,4
Anjanapura,950,30,2
Doddathoguru,1382,65,3
BTM 2nd Stage,930,46,2
Sarjapur  Road,1660,116,3
other,1290,71.95,2
Whitefield,1010,45,3
Brookefield,3050,130,4
Dodda Nekkundi,1200,71,2
other,1650,140,3
Budigere,1636,88,3
Rajaji Nagar,2367,320,3
Budigere,1153,56.55,2
Hegde Nagar,2087.01,160,3
LB Shastri Nagar,1200,47,2
HSR Layout,1844,89,3
Begur Road,1215,43.75,2
Sarjapur  Road,1194,57,2
other,1220,52,2
other,3150,150,4
Kanakpura Road,525,26,1
Bommasandra,955,37.97,2
other,2000,75,5
Magadi Road,884,48,2
Kathriguppe,1250,68.75,2
Bommasandra Industrial Area,7000,135,2
Dodda Nekkundi,2400,300,3
Harlur,2990,225,4
Bellandur,1195,52,2
other,2559,55,1
Begur,1200,33,2
Sarjapur  Road,984,45.75,2
Bommasandra,1089,40,2
Hennur Road,1165,52,2
Chandapura,410,10,1
Hennur,1482,110,3
Ramamurthy Nagar,1200,68,2
Kanakapura,1938,113,3
Hormavu,1166,34.97,3
Chikkalasandra,1275,55.46,3
Mico Layout,1140,43,2
Hegde Nagar,3734,430,4
other,720,28,1
Nagarbhavi,1200,228,3
other,1100,90,2
Sector 7 HSR Layout,1162,98.77,2
Ramamurthy Nagar,540,35,1
Rachenahalli,1550,73.5,3
R.T. Nagar,1300,145,3
other,1200,130,5
other,1220,60,2
Doddathoguru,964,62,2
other,1500,50,3
Sarjapur  Road,1347,44,3
other,5000,250,4
Bannerghatta Road,3000,140,4
Bannerghatta,1120,42.5,2
other,600,22.8,1
Whitefield,2321,157,3
other,540,24,1
